response_id,questionnaire_id,started_at,finished_at,duration_seconds,completed,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
R2026060311501503763300021,elder_digital_2026,2026-05-28 01:13:44,2026-05-28 01:20:55,430.8,1,above_80,male,with_spouse,senior,yes,3_5,fear_scam,yes,often,no,,no,2,self_explore,voice_assist,3,no,reluctant,5,语音功能很需要
R2026060311501503845400023,elder_digital_2026,2026-06-01 04:24:43,2026-06-01 04:33:22,518.8,1,below_60,female,alone,senior,no,,,,,,,,,ask_friends,voice_assist|human_help|bigger_font,3,yes,resist,2,担心被骗
R2026060311501503900000025,elder_digital_2026,2026-05-21 18:43:04,2026-05-21 18:47:25,260.2,1,below_60,female,with_children,senior,no,,,,,,,,,ask_friends,bigger_font|anti_scam|simpler,2,no,reluctant,0,语音功能很需要
R2026060311501503949400027,elder_digital_2026,2026-06-02 07:40:15,2026-06-02 07:48:09,473.8,1,above_80,male,institution,senior,yes,lt1,forget_steps|misclick|font_small,yes,daily,no,,no,4,give_up,bigger_font|voice_assist|human_help,5,yes,resist,0,担心被骗
R2026060311501503998500029,elder_digital_2026,2026-05-26 08:16:38,2026-05-26 08:25:58,559.7,1,below_60,female,institution,college,yes,gt5,forget_steps,yes,daily,yes,4,yes,1,ask_children,simpler|voice_assist|human_help,4,yes,eager,2,操作能再简单点就好
R2026060311501504088200031,elder_digital_2026,2026-05-27 00:31:34,2026-05-27 00:34:49,194.7,1,60_69,female,institution,college,yes,1_3,fear_scam|font_small,no,often,yes,3,yes,3,ask_children,anti_scam,5,yes,eager,4,希望有人能教教我们
R2026060311501504149100033,elder_digital_2026,2026-05-30 06:37:39,2026-05-30 06:44:28,409.7,1,70_79,female,alone,primary,no,,,,,,,,,ask_friends,voice_assist,3,no,willing,4,希望有人能教教我们
R2026060311501504200800035,elder_digital_2026,2026-06-02 08:54:18,2026-06-02 08:59:23,304.8,1,70_79,female,with_children,junior,yes,gt5,forget_steps|font_small,no,often,no,,no,5,ask_children,simpler|human_help,2,no,reluctant,2,
R2026060311501504250900037,elder_digital_2026,2026-05-22 00:53:30,2026-05-22 00:58:10,280.5,1,above_80,female,with_children,college,yes,3_5,none|misclick,no,daily,yes,4,yes,4,ask_friends,anti_scam|simpler,4,yes,reluctant,5,
R2026060311501504299800039,elder_digital_2026,2026-05-29 17:26:49,2026-05-29 17:29:32,162.8,1,above_80,male,alone,junior,no,,,,,,,,,give_up,bigger_font|simpler,4,no,resist,5,担心被骗
R2026060311501504348300041,elder_digital_2026,2026-05-21 21:55:36,2026-05-21 21:59:07,211.3,0,below_60,male,with_children,senior,no,,,,,,,,,ask_friends,anti_scam|simpler|human_help,2,yes,resist,1,希望有人能教教我们
R2026060311501504398800043,elder_digital_2026,2026-05-30 11:07:45,2026-05-30 11:16:46,540.5,1,below_60,male,with_children,junior,yes,1_3,fear_scam|too_complex,no,never,no,,no,5,give_up,bigger_font|voice_assist|human_help,3,no,willing,0,操作能再简单点就好
R2026060311501504463400045,elder_digital_2026,2026-05-26 09:03:23,2026-05-26 09:09:28,364.4,1,70_79,female,with_spouse,college,yes,lt1,forget_steps|none|misclick,yes,never,yes,1,no,3,give_up,bigger_font,2,no,resist,4,担心被骗
R2026060311501504529100047,elder_digital_2026,2026-06-01 16:00:33,2026-06-01 16:09:55,561.7,1,60_69,female,institution,junior,yes,1_3,forget_steps|font_small,no,never,yes,5,yes,5,ask_friends,anti_scam|voice_assist|simpler,5,no,willing,0,担心被骗
R2026060311501504587900049,elder_digital_2026,2026-05-21 18:38:00,2026-05-21 18:41:13,192.8,1,below_60,female,with_children,junior,no,,,,,,,,,self_explore,voice_assist|anti_scam,3,no,eager,5,语音功能很需要
R2026060311501504643300051,elder_digital_2026,2026-06-02 02:24:53,2026-06-02 02:29:40,286.9,1,below_60,female,alone,primary,no,,,,,,,,,ask_children,human_help,4,no,eager,0,
R2026060311501504704200053,elder_digital_2026,2026-05-23 10:01:03,2026-05-23 10:08:59,475.3,1,60_69,female,alone,college,yes,gt5,font_small|too_complex|none,no,rarely,yes,3,no,5,self_explore,voice_assist|bigger_font|human_help,4,no,willing,4,操作能再简单点就好
R2026060311501504788800055,elder_digital_2026,2026-05-22 02:35:11,2026-05-22 02:39:52,281.8,1,60_69,female,alone,primary,yes,1_3,too_complex|font_small,no,never,yes,4,no,2,ask_friends,simpler|voice_assist,4,yes,reluctant,0,语音功能很需要
R2026060311501504854300057,elder_digital_2026,2026-05-28 22:09:04,2026-05-28 22:17:35,510.4,1,70_79,female,with_spouse,college,yes,1_3,too_complex|misclick,yes,never,no,,yes,5,self_explore,anti_scam|human_help,4,yes,resist,3,
R2026060311501504930000059,elder_digital_2026,2026-05-31 01:46:24,2026-05-31 01:54:19,474.8,1,below_60,female,with_children,senior,no,,,,,,,,,give_up,voice_assist|human_help|anti_scam,4,no,eager,3,操作能再简单点就好
R2026060311501504998800061,elder_digital_2026,2026-06-02 08:23:57,2026-06-02 08:27:22,204.7,1,60_69,female,with_children,college,yes,lt1,font_small,yes,often,yes,2,no,3,self_explore,human_help|simpler|voice_assist,4,yes,reluctant,5,希望字体更大一些
R2026060311501505057500063,elder_digital_2026,2026-05-28 16:15:30,2026-05-28 16:17:59,149.4,1,60_69,male,with_children,primary,no,,,,,,,,,ask_friends,human_help,5,yes,reluctant,5,操作能再简单点就好
R2026060311501505119200065,elder_digital_2026,2026-05-26 17:25:15,2026-05-26 17:33:21,486.9,1,above_80,female,institution,college,no,,,,,,,,,give_up,voice_assist|human_help,4,yes,reluctant,2,语音功能很需要
R2026060311501505181300067,elder_digital_2026,2026-05-23 17:26:04,2026-05-23 17:35:31,567.4,1,60_69,female,with_spouse,junior,yes,3_5,too_complex|fear_scam,no,rarely,no,,yes,1,ask_friends,anti_scam,4,no,resist,5,希望有人能教教我们
R2026060311501505240900069,elder_digital_2026,2026-05-29 08:44:32,2026-05-29 08:50:03,330.6,1,70_79,male,with_children,junior,no,,,,,,,,,ask_friends,voice_assist,2,yes,resist,1,希望有人能教教我们
R2026060311501505301700071,elder_digital_2026,2026-05-29 14:52:37,2026-05-29 14:59:48,431.4,0,below_60,female,with_children,junior,yes,3_5,misclick|fear_scam|too_complex,no,daily,yes,4,yes,4,ask_friends,human_help|simpler,2,no,willing,1,希望有人能教教我们
R2026060311501505363000073,elder_digital_2026,2026-05-31 19:18:59,2026-05-31 19:21:56,177.2,0,70_79,female,with_spouse,primary,no,,,,,,,,,ask_friends,voice_assist,2,yes,reluctant,4,语音功能很需要
R2026060311501505427700075,elder_digital_2026,2026-06-01 01:40:16,2026-06-01 01:42:51,155.5,1,60_69,female,alone,primary,no,,,,,,,,,give_up,anti_scam|simpler|bigger_font,2,yes,reluctant,3,语音功能很需要
R2026060311501505594900077,elder_digital_2026,2026-05-24 14:34:47,2026-05-24 14:38:49,241.3,1,70_79,male,with_spouse,junior,no,,,,,,,,,self_explore,anti_scam,4,no,resist,1,挺好的没什么意见
R2026060311501505678500079,elder_digital_2026,2026-05-26 06:12:48,2026-05-26 06:15:49,181.6,1,70_79,female,alone,senior,no,,,,,,,,,ask_children,human_help,4,no,willing,5,希望字体更大一些
R2026060311501505750800081,elder_digital_2026,2026-05-28 21:36:04,2026-05-28 21:41:52,348.0,1,above_80,female,institution,college,yes,gt5,fear_scam|forget_steps,yes,often,yes,5,yes,5,ask_friends,voice_assist|bigger_font,4,no,eager,2,希望有人能教教我们
R2026060311501505842700083,elder_digital_2026,2026-05-26 20:34:00,2026-05-26 20:41:49,468.5,1,above_80,female,with_children,junior,no,,,,,,,,,self_explore,simpler|voice_assist,2,no,willing,5,操作能再简单点就好
R2026060311501505916700085,elder_digital_2026,2026-05-30 05:00:24,2026-05-30 05:08:27,483.5,1,70_79,male,with_children,primary,no,,,,,,,,,ask_children,simpler|anti_scam,1,yes,resist,0,操作能再简单点就好
R2026060311501505992400087,elder_digital_2026,2026-05-22 04:42:07,2026-05-22 04:45:05,178.3,1,above_80,male,with_children,primary,yes,1_3,fear_scam|font_small,no,rarely,yes,5,no,1,ask_children,anti_scam|bigger_font,1,yes,eager,0,操作能再简单点就好
R2026060311501506076900089,elder_digital_2026,2026-05-27 11:16:51,2026-05-27 11:19:17,145.4,1,above_80,female,institution,primary,no,,,,,,,,,ask_friends,anti_scam|voice_assist,4,yes,eager,4,希望有人能教教我们
R2026060311501506157600091,elder_digital_2026,2026-05-24 02:34:25,2026-05-24 02:43:47,562.1,1,70_79,female,with_children,primary,no,,,,,,,,,ask_children,human_help|voice_assist,1,no,eager,0,担心被骗
R2026060311501506235500093,elder_digital_2026,2026-05-28 18:15:12,2026-05-28 18:22:10,418.4,1,60_69,male,with_spouse,primary,yes,lt1,too_complex,no,never,no,,no,4,give_up,anti_scam|bigger_font,5,no,reluctant,5,担心被骗
R2026060311501506315800095,elder_digital_2026,2026-05-22 10:17:13,2026-05-22 10:26:34,561.4,1,above_80,female,alone,junior,no,,,,,,,,,self_explore,voice_assist|human_help,5,yes,willing,0,希望有人能教教我们
R2026060311501506392800097,elder_digital_2026,2026-05-24 08:07:47,2026-05-24 08:11:28,220.8,1,below_60,female,with_children,senior,no,,,,,,,,,give_up,simpler|voice_assist|human_help,3,no,eager,1,语音功能很需要
R2026060311501506481500099,elder_digital_2026,2026-05-25 16:06:10,2026-05-25 16:10:40,270.5,1,below_60,male,with_children,college,yes,3_5,font_small|fear_scam|none,no,rarely,yes,3,no,4,ask_children,voice_assist|simpler|anti_scam,3,no,eager,1,操作能再简单点就好
R2026060311501506567400101,elder_digital_2026,2026-05-24 10:39:25,2026-05-24 10:48:18,533.0,1,above_80,female,with_spouse,college,no,,,,,,,,,self_explore,voice_assist,4,yes,willing,5,操作能再简单点就好
R2026060311501506669100103,elder_digital_2026,2026-05-29 09:48:52,2026-05-29 09:58:09,556.9,1,70_79,female,with_spouse,primary,yes,1_3,font_small,no,daily,no,,no,4,ask_friends,bigger_font|human_help,4,no,resist,1,
R2026060311501506748300105,elder_digital_2026,2026-05-30 19:18:20,2026-05-30 19:22:51,271.6,1,above_80,female,institution,college,yes,lt1,too_complex|fear_scam|font_small,yes,daily,no,,no,2,give_up,anti_scam,4,yes,willing,1,挺好的没什么意见
R2026060311501506823900107,elder_digital_2026,2026-05-22 23:21:57,2026-05-22 23:24:41,163.9,1,above_80,male,with_spouse,junior,yes,gt5,too_complex|forget_steps|misclick,no,never,yes,4,no,4,ask_friends,anti_scam|bigger_font,4,no,eager,3,操作能再简单点就好
R2026060311501506899700109,elder_digital_2026,2026-05-30 13:19:09,2026-05-30 13:28:04,534.9,1,60_69,male,alone,senior,yes,3_5,too_complex|none,no,never,yes,1,yes,3,give_up,anti_scam|bigger_font,1,no,willing,1,担心被骗
R2026060311501506977600111,elder_digital_2026,2026-06-01 12:18:27,2026-06-01 12:24:10,342.8,1,70_79,female,with_children,senior,yes,lt1,fear_scam|font_small|forget_steps,no,daily,no,,yes,4,give_up,voice_assist|human_help,3,yes,eager,2,挺好的没什么意见
R2026060311501507135800113,elder_digital_2026,2026-06-01 12:19:16,2026-06-01 12:25:51,395.4,1,below_60,female,alone,primary,no,,,,,,,,,ask_friends,simpler,5,yes,eager,5,希望字体更大一些
R2026060311501507314100115,elder_digital_2026,2026-05-24 04:18:21,2026-05-24 04:27:00,518.6,0,above_80,female,alone,junior,yes,3_5,forget_steps,yes,often,yes,5,yes,5,ask_friends,anti_scam,5,no,willing,2,操作能再简单点就好
R2026060311501507417000117,elder_digital_2026,2026-05-22 14:49:39,2026-05-22 14:55:52,372.7,1,below_60,female,with_children,senior,yes,3_5,too_complex|font_small|forget_steps,yes,rarely,no,,yes,4,ask_friends,bigger_font,5,yes,eager,0,担心被骗
R2026060311501507536100119,elder_digital_2026,2026-05-26 07:01:00,2026-05-26 07:08:04,424.2,0,below_60,male,alone,college,yes,lt1,misclick,no,never,no,,yes,5,give_up,human_help,5,yes,resist,0,挺好的没什么意见
R2026060311501507617000121,elder_digital_2026,2026-06-02 18:55:32,2026-06-02 19:04:31,539.3,1,above_80,male,alone,primary,no,,,,,,,,,ask_friends,voice_assist,3,no,willing,3,
R2026060311501507693300123,elder_digital_2026,2026-05-30 08:18:11,2026-05-30 08:20:55,163.9,1,below_60,male,institution,college,no,,,,,,,,,self_explore,voice_assist|anti_scam|bigger_font,3,yes,willing,5,希望有人能教教我们
R2026060311501507777000125,elder_digital_2026,2026-05-26 08:38:27,2026-05-26 08:46:05,457.8,1,below_60,female,with_children,senior,yes,gt5,fear_scam|too_complex,yes,daily,no,,yes,4,self_explore,bigger_font|anti_scam,3,yes,resist,2,语音功能很需要
R2026060311501507856600127,elder_digital_2026,2026-05-30 04:39:53,2026-05-30 04:44:17,264.8,1,below_60,male,with_spouse,senior,yes,1_3,fear_scam|font_small,no,daily,yes,5,no,5,ask_children,simpler|voice_assist,4,yes,reluctant,0,希望字体更大一些
R2026060311501507933400129,elder_digital_2026,2026-05-31 07:30:52,2026-05-31 07:33:22,150.3,1,60_69,male,with_children,college,no,,,,,,,,,give_up,voice_assist|bigger_font|simpler,5,no,reluctant,1,操作能再简单点就好
R2026060311501508010200131,elder_digital_2026,2026-05-21 12:41:10,2026-05-21 12:44:24,193.3,1,below_60,male,with_spouse,junior,no,,,,,,,,,give_up,anti_scam|bigger_font,4,yes,reluctant,5,语音功能很需要
R2026060311501508087600133,elder_digital_2026,2026-05-26 15:38:54,2026-05-26 15:47:11,497.1,1,70_79,male,alone,senior,no,,,,,,,,,self_explore,anti_scam,4,yes,eager,3,希望字体更大一些
R2026060311501508168900135,elder_digital_2026,2026-05-24 22:32:10,2026-05-24 22:41:14,544.3,1,60_69,male,with_children,senior,yes,gt5,too_complex|forget_steps,no,daily,yes,4,no,3,self_explore,bigger_font|human_help|anti_scam,1,yes,reluctant,2,操作能再简单点就好
R2026060311501508249700137,elder_digital_2026,2026-05-27 05:38:38,2026-05-27 05:46:23,465.5,1,60_69,female,with_children,senior,no,,,,,,,,,ask_friends,voice_assist,2,yes,eager,0,担心被骗
R2026060311501508342100139,elder_digital_2026,2026-05-21 17:14:22,2026-05-21 17:19:55,332.3,1,70_79,female,institution,college,no,,,,,,,,,ask_children,anti_scam|simpler,3,yes,resist,3,操作能再简单点就好
R2026060311501508458200141,elder_digital_2026,2026-05-30 00:00:34,2026-05-30 00:04:30,236.6,0,60_69,male,with_spouse,senior,no,,,,,,,,,ask_friends,human_help|anti_scam|voice_assist,4,no,resist,0,
R2026060311501508540300143,elder_digital_2026,2026-05-23 09:45:52,2026-05-23 09:50:37,284.9,0,above_80,male,with_children,primary,no,,,,,,,,,ask_friends,anti_scam|voice_assist,5,no,resist,3,担心被骗
R2026060311501508632200145,elder_digital_2026,2026-05-21 01:36:49,2026-05-21 01:39:30,160.9,1,60_69,male,with_children,senior,yes,1_3,none,yes,daily,yes,2,yes,1,ask_friends,simpler|human_help,3,no,resist,0,
R2026060311501508738300147,elder_digital_2026,2026-05-27 23:27:26,2026-05-27 23:34:30,423.9,1,70_79,female,with_children,college,yes,gt5,none|font_small,yes,rarely,no,,yes,4,ask_children,voice_assist,3,no,resist,4,挺好的没什么意见
R2026060311501508915000149,elder_digital_2026,2026-06-02 09:01:26,2026-06-02 09:10:15,528.2,1,below_60,male,with_children,college,no,,,,,,,,,self_explore,bigger_font,4,no,eager,0,希望有人能教教我们
R2026060311501509031700151,elder_digital_2026,2026-05-31 16:16:56,2026-05-31 16:21:35,279.0,1,above_80,female,alone,junior,yes,3_5,fear_scam,yes,rarely,no,,yes,3,ask_friends,voice_assist|anti_scam,1,yes,reluctant,3,语音功能很需要
R2026060311501509137200153,elder_digital_2026,2026-05-24 00:39:15,2026-05-24 00:44:35,319.9,1,above_80,female,with_spouse,senior,no,,,,,,,,,ask_friends,bigger_font,2,no,eager,4,担心被骗
R2026060311501509240700155,elder_digital_2026,2026-05-29 17:49:12,2026-05-29 17:51:27,134.8,1,above_80,female,with_children,college,yes,3_5,fear_scam|forget_steps,no,never,no,,yes,1,self_explore,human_help|bigger_font,2,no,reluctant,2,挺好的没什么意见
R2026060311501509333400157,elder_digital_2026,2026-05-31 14:23:07,2026-05-31 14:26:01,174.2,1,60_69,female,with_spouse,primary,no,,,,,,,,,ask_friends,bigger_font|simpler|voice_assist,3,yes,eager,0,
R2026060311501509423200159,elder_digital_2026,2026-06-02 12:59:43,2026-06-02 13:01:51,127.4,1,60_69,female,with_children,junior,yes,lt1,forget_steps|misclick|none,yes,daily,yes,3,yes,4,ask_friends,simpler|voice_assist,4,yes,eager,4,担心被骗
R2026060311501509517300161,elder_digital_2026,2026-05-22 05:56:59,2026-05-22 06:02:38,339.4,1,70_79,male,institution,junior,yes,gt5,too_complex|font_small,yes,often,no,,yes,5,self_explore,voice_assist,1,yes,reluctant,5,
R2026060311501509617400163,elder_digital_2026,2026-05-23 12:57:44,2026-05-23 13:00:50,186.8,1,below_60,male,with_spouse,primary,yes,1_3,too_complex,yes,rarely,no,,no,4,ask_children,simpler|voice_assist,1,no,willing,1,担心被骗
R2026060311501509705300165,elder_digital_2026,2026-05-24 06:02:48,2026-05-24 06:10:29,460.7,1,above_80,female,alone,junior,no,,,,,,,,,self_explore,voice_assist|anti_scam|human_help,1,yes,reluctant,4,希望有人能教教我们
R2026060311501509791900167,elder_digital_2026,2026-05-23 23:33:01,2026-05-23 23:41:21,499.8,1,above_80,male,with_children,primary,yes,gt5,misclick|fear_scam|too_complex,yes,never,no,,no,3,ask_friends,voice_assist,4,no,reluctant,3,希望字体更大一些
R2026060311501509889300169,elder_digital_2026,2026-05-20 20:37:07,2026-05-20 20:42:42,334.9,0,60_69,female,with_spouse,junior,no,,,,,,,,,self_explore,anti_scam|human_help|voice_assist,2,no,resist,5,语音功能很需要
R2026060311501509982100171,elder_digital_2026,2026-05-26 11:53:24,2026-05-26 12:00:25,421.4,1,above_80,male,alone,senior,yes,3_5,font_small|fear_scam,no,rarely,yes,4,yes,2,ask_friends,simpler|anti_scam,4,no,resist,5,希望字体更大一些
R2026060311501510073300173,elder_digital_2026,2026-05-24 07:37:18,2026-05-24 07:43:16,357.9,1,70_79,female,alone,primary,yes,gt5,forget_steps|misclick,no,never,yes,5,no,4,ask_children,anti_scam|human_help,4,yes,eager,1,
R2026060311501510175900175,elder_digital_2026,2026-05-28 23:13:16,2026-05-28 23:15:22,125.7,1,below_60,male,with_children,junior,yes,lt1,none|forget_steps|fear_scam,yes,often,no,,no,2,ask_children,human_help|voice_assist|bigger_font,3,yes,reluctant,1,希望有人能教教我们
R2026060311501510278700177,elder_digital_2026,2026-05-25 13:37:16,2026-05-25 13:46:07,530.6,1,below_60,female,with_spouse,senior,no,,,,,,,,,give_up,simpler,4,yes,reluctant,1,挺好的没什么意见
R2026060311501510389400179,elder_digital_2026,2026-05-31 05:38:59,2026-05-31 05:44:28,329.4,1,70_79,female,alone,primary,yes,1_3,fear_scam,yes,often,yes,4,no,5,ask_children,anti_scam|human_help|bigger_font,4,yes,willing,4,希望字体更大一些
R2026060311501510595900181,elder_digital_2026,2026-05-22 14:29:36,2026-05-22 14:33:59,262.4,1,60_69,female,institution,primary,yes,gt5,misclick|forget_steps,yes,often,yes,1,yes,4,self_explore,simpler|anti_scam,3,yes,reluctant,0,
R2026060311501510723700183,elder_digital_2026,2026-05-30 10:55:24,2026-05-30 11:00:55,331.1,1,60_69,male,with_spouse,senior,no,,,,,,,,,give_up,bigger_font|anti_scam,3,yes,resist,0,担心被骗
R2026060311501510826000185,elder_digital_2026,2026-06-02 00:39:11,2026-06-02 00:43:54,282.3,1,60_69,male,with_spouse,junior,yes,3_5,forget_steps|fear_scam,no,often,yes,4,no,5,self_explore,simpler,2,no,resist,3,
R2026060311501510929200187,elder_digital_2026,2026-05-25 14:13:08,2026-05-25 14:20:08,419.2,0,70_79,female,alone,junior,yes,3_5,font_small|fear_scam,no,daily,no,,yes,4,self_explore,anti_scam,4,no,reluctant,1,希望字体更大一些
R2026060311501511026600189,elder_digital_2026,2026-05-28 13:55:58,2026-05-28 13:59:35,216.7,1,above_80,male,with_spouse,senior,yes,1_3,misclick,yes,often,no,,yes,4,give_up,voice_assist,5,yes,reluctant,2,操作能再简单点就好
R2026060311501511125900191,elder_digital_2026,2026-05-20 08:56:45,2026-05-20 09:05:35,530.1,1,70_79,female,alone,college,no,,,,,,,,,give_up,bigger_font|human_help|voice_assist,4,yes,reluctant,3,挺好的没什么意见
R2026060311501511232600193,elder_digital_2026,2026-06-01 18:28:40,2026-06-01 18:34:52,372.5,1,below_60,male,with_spouse,junior,no,,,,,,,,,ask_children,human_help,3,yes,eager,3,挺好的没什么意见
R2026060311501511325000195,elder_digital_2026,2026-06-02 07:21:59,2026-06-02 07:28:00,360.7,1,below_60,female,with_spouse,college,no,,,,,,,,,self_explore,human_help,2,yes,eager,0,操作能再简单点就好
R2026060311501511416700197,elder_digital_2026,2026-06-01 11:54:06,2026-06-01 12:03:24,557.5,1,above_80,male,institution,senior,no,,,,,,,,,ask_friends,simpler,4,yes,resist,4,
R2026060311501511511000199,elder_digital_2026,2026-05-31 13:16:08,2026-05-31 13:25:14,545.5,1,70_79,female,alone,college,no,,,,,,,,,give_up,bigger_font|anti_scam,4,yes,resist,5,
R2026060311501511621300201,elder_digital_2026,2026-05-22 10:25:46,2026-05-22 10:27:53,127.2,1,above_80,female,with_children,college,yes,3_5,font_small|none,yes,never,yes,4,no,4,give_up,simpler,3,no,eager,2,希望有人能教教我们
R2026060311501511717700203,elder_digital_2026,2026-05-28 11:41:29,2026-05-28 11:43:37,127.4,1,70_79,male,with_spouse,senior,no,,,,,,,,,self_explore,anti_scam,1,yes,willing,4,
R2026060311501511810900205,elder_digital_2026,2026-05-30 06:18:15,2026-05-30 06:20:34,139.0,1,60_69,female,with_children,college,yes,3_5,none,yes,daily,no,,no,5,self_explore,anti_scam|simpler|human_help,5,no,willing,5,操作能再简单点就好
R2026060311501511908700207,elder_digital_2026,2026-05-28 18:07:11,2026-05-28 18:13:15,363.5,1,70_79,male,institution,senior,yes,1_3,font_small|too_complex,no,daily,no,,yes,5,ask_children,anti_scam|human_help|simpler,4,no,willing,3,希望有人能教教我们
R2026060311501512019200209,elder_digital_2026,2026-05-22 11:34:12,2026-05-22 11:38:09,236.4,1,60_69,male,with_spouse,primary,no,,,,,,,,,ask_friends,human_help|bigger_font,5,no,eager,4,挺好的没什么意见
R2026060311501512186800211,elder_digital_2026,2026-06-02 07:02:45,2026-06-02 07:09:51,426.8,1,below_60,male,institution,college,no,,,,,,,,,give_up,simpler,4,no,eager,0,操作能再简单点就好
R2026060311501512338400213,elder_digital_2026,2026-06-01 05:42:22,2026-06-01 05:50:23,480.1,1,60_69,female,alone,primary,no,,,,,,,,,ask_children,voice_assist,2,no,eager,0,希望有人能教教我们
R2026060311501512456700215,elder_digital_2026,2026-05-21 06:04:24,2026-05-21 06:12:34,489.6,1,70_79,male,with_children,primary,yes,1_3,none,no,daily,yes,3,yes,3,ask_friends,bigger_font|human_help,1,yes,resist,5,挺好的没什么意见
R2026060311501512563400217,elder_digital_2026,2026-05-28 00:37:18,2026-05-28 00:43:27,369.5,1,70_79,male,with_spouse,senior,yes,lt1,misclick,no,often,no,,no,4,ask_children,simpler|anti_scam|voice_assist,3,yes,eager,0,挺好的没什么意见
R2026060311501512663500219,elder_digital_2026,2026-05-21 05:17:27,2026-05-21 05:24:00,393.2,1,below_60,male,institution,junior,no,,,,,,,,,ask_friends,anti_scam|human_help|voice_assist,5,yes,eager,1,挺好的没什么意见
R2026060311501512776600221,elder_digital_2026,2026-05-24 09:45:15,2026-05-24 09:48:20,185.4,1,below_60,female,alone,primary,no,,,,,,,,,ask_children,human_help|anti_scam|bigger_font,4,no,reluctant,1,担心被骗
R2026060311501512904700223,elder_digital_2026,2026-06-02 14:03:39,2026-06-02 14:07:55,256.5,1,60_69,male,with_children,senior,no,,,,,,,,,give_up,human_help|simpler|anti_scam,2,yes,resist,5,希望有人能教教我们
R2026060311501513013700225,elder_digital_2026,2026-05-22 08:19:50,2026-05-22 08:23:43,233.3,1,above_80,female,institution,primary,no,,,,,,,,,ask_children,human_help|anti_scam,3,yes,resist,1,担心被骗
R2026060311501513133300227,elder_digital_2026,2026-05-24 18:09:01,2026-05-24 18:17:56,534.7,1,70_79,female,with_children,junior,no,,,,,,,,,ask_friends,voice_assist|simpler,2,yes,willing,4,希望有人能教教我们
R2026060311501513245900229,elder_digital_2026,2026-06-01 18:28:02,2026-06-01 18:34:05,362.3,1,60_69,female,with_children,senior,yes,1_3,fear_scam|forget_steps|font_small,yes,never,yes,3,no,4,self_explore,bigger_font|simpler|voice_assist,4,no,resist,0,操作能再简单点就好
R2026060311501513354900231,elder_digital_2026,2026-05-25 13:41:09,2026-05-25 13:43:36,146.3,1,below_60,male,alone,college,no,,,,,,,,,self_explore,bigger_font,3,yes,reluctant,3,担心被骗
